SKU,Item Name,Customer-facing Name,Default Vendor Name,Reporting Category,Default Vendor Code,Default Unit Cost,Current Selling Price,Current Gross Margin %,Current Markup %,Suggested Selling Price,Suggested Gross Margin %,Suggested Markup %,Target Gross Margin %,Minimum Dollar Profit,Cost Band,Strategy Tags,Rounding Profile,Pricing Rule,Pricing Action,Pricing Notes,Strategy Notes,Sales Demand Tier,Sales Lines,Sales Quantity Sold,Sales Net Sales,Average Realized Unit Price,Sales Signal Trusted,Sales Match Types,Sales Pricing Note,Last Price Update Date,Last Price Update Reason,Override Notes
4820,REPAIR KIT ROTOJET 5800 PSI 4.0,REPAIR KIT ROTOJET 5800 PSI 4.0,Barrens,Barrens,4820,52.53,,,,68.99,23.9%,31.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4821,REPAIR KIT ROTOJET 5800 PSI 4.5,REPAIR KIT ROTOJET 5800 PSI 4.5,Barrens,Barrens,4821,46.08,,,,60.99,24.4%,32.4%,24.0%,7.00,20-49.99,"bundle, commodity_part",ending_.99,20-49.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4822,REPAIR KIT ROTOJET 5800 PSI 5.0,REPAIR KIT ROTOJET 5800 PSI 5.0,Barrens,Barrens,4822,52.53,,,,68.99,23.9%,31.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4823,REPAIR KIT ROTOJET 5800 PSI 5.5,REPAIR KIT ROTOJET 5800 PSI 5.5,Barrens,Barrens,4823,52.53,,,,68.99,23.9%,31.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4824,REPAIR KIT ROTOJET 5800 PSI 6.0,REPAIR KIT ROTOJET 5800 PSI 6.0,Barrens,Barrens,4824,52.53,,,,68.99,23.9%,31.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4825,REPAIR KIT ROTOJET 5800 PSI 7.0,REPAIR KIT ROTOJET 5800 PSI 7.0,Barrens,Barrens,4825,52.53,,,,68.99,23.9%,31.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4826,REPAIR KIT ROTOJET 5800 PSI 8.0,REPAIR KIT ROTOJET 5800 PSI 8.0,Barrens,Barrens,4826,52.53,,,,68.99,23.9%,31.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4827,REPAIR KIT ROTOJET 5800 PSI 12.0,REPAIR KIT ROTOJET 5800 PSI 12.0,Barrens,Barrens,4827,52.53,,,,68.99,23.9%,31.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4828,"BEND RESTRICTOR WHITEWATER 3/8"" HOSE","Bend Restrictor Whitewater 3/8"" Hose",Barrens,Barrens,4828,4.07,,,,6.99,41.8%,71.7%,34.0%,2.00,0-4.99,"chemical, bundle, equipment",ending_.99,0-4.99 + chemical + bundle + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
4829,EACH AIR CLEANER GROMMET/WASHER GX SERIES,EACH AIR CLEANER GROMMET/WASHER GX SERIES,Barrens,Barrens,4829,0.98,,,,2.99,67.2%,205.1%,36.0%,2.00,0-4.99,chemical,ending_.99,0-4.99 + chemical,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target.,,,,,,,,,,,
4830,ROTATING NOZZLE #4.5,ROTATING NOZZLE #4.5,Barrens,Barrens,4830,126.38,,,,159.99,21.0%,26.6%,19.0%,16.00,100-249.99,commodity_part,ending_5_minus_.01,100-249.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 100-249.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4831,VIPER 5.5 ROTATING NOZZLE 5000 PSI,VIPER 5.5 ROTATING NOZZLE 5000 PSI,Barrens,Barrens,4831,96.75,,,,122.99,21.3%,27.1%,21.0%,10.00,50-99.99,commodity_part,ending_.99,50-99.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4832,"XMV3G30D-F24 3GPM 3000PSI 1"" GAS FLANGE","XMV3G30D-F24 3GPM 3000PSI 1"" GAS FLANGE",Barrens,Barrens,4832,387.52,,,,489.00,20.8%,26.2%,20.0%,30.00,250-499.99,,ending_10_minus_1,250-499.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 250-499.99.,,,,,,,,,,,
4833,5 GAL. PAIL POPPER,5 GAL. PAIL POPPER,Barrens,Barrens,4833,5.42,,,,8.99,39.7%,65.9%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
4834,"3/4"" DRUM FAUCET","3/4"" DRUM FAUCET",Barrens,Barrens,4834,3.97,,,,5.99,33.7%,50.9%,31.0%,2.00,0-4.99,bundle,ending_.99,0-4.99 + bundle,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
4835,1/4 MPT 0003 NOZZLES,GLADIATOR 1/4 MPT 0° 3.0 NOZZLE,Barrens,Barrens,4835,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4836,1/4 MPT 00035 NOZZLES,GLADIATOR 1/4 MPT 0° 3.5 NOZZLE,Barrens,Barrens,4836,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4837,1/4 MPT 0004 NOZZLES,"GLADIATOR 1/4"" MPT 0° 4.0 Pressure Washer Nozzle",Barrens,Barrens,4837,3.34,,,,5.99,44.2%,79.3%,34.0%,2.00,0-4.99,"chemical, bundle, equipment",ending_.99,0-4.99 + chemical + bundle + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium. Larger equipment uses a thinner margin target.,,,,,,,,,,,
4838,(500)1/4 MPT 00045 NOZZLES,GLADIATOR 1/4 MPT 0° 4.5 NOZZLE,Barrens,Barrens,4838,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4839,1/4 MPT 0005 NOZZLES,GLADIATOR 1/4 MPT 0° 5.0 NOZZLE,Barrens,Barrens,4839,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4840,AL650301 VALVE & HANDLE REPAIR KIT,AL650301 VALVE & HANDLE REPAIR KIT,Barrens,Barrens,4840,32.65,,,,42.99,24.1%,31.7%,24.0%,7.00,20-49.99,"bundle, commodity_part",ending_.99,20-49.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4841,1/4 MPT 00055 NOZZLES,GLADIATOR 1/4 MPT 0° 5.5 NOZZLE,Barrens,Barrens,4841,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4844,ROTOJET 5800 PSI 15.0 NOZZLE,ROTOJET 5800 PSI 15.0 NOZZLE,Barrens,Barrens,4844,110.78,,,,139.99,20.9%,26.4%,19.0%,16.00,100-249.99,commodity_part,ending_5_minus_.01,100-249.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 100-249.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4845,"BLACK FUEL TANK ASSY GX160-200 W/GAS CAMP, FILTER","BLACK FUEL TANK ASSY GX160-200 W/GAS CAMP, FILTER",Barrens,Barrens,4845,39.79,,,,53.99,26.3%,35.7%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99.,,,,,,,,,,,
4846,KIT 161 SEAL PACKING 18mm,KIT 161 SEAL PACKING 18mm,Barrens,Barrens,4846,95.78,,,,129.99,26.3%,35.7%,26.0%,10.00,50-99.99,bundle,ending_.99,50-99.99 + bundle,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
4848,(500)1/4 MPT 0006 NOZZLES,GLADIATOR 1/4 MPT 0° 6.0 NOZZLE,Barrens,Barrens,4848,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4849,REPAIR KIT ROTOJET 5800 PSI 15.0,REPAIR KIT ROTOJET 5800 PSI 15.0,Barrens,Barrens,4849,85.96,,,,111.99,23.2%,30.3%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4851,(500)1/4 MPT 00065 NOZZLES,GLADIATOR 1/4 MPT 0° 6.5 NOZZLE,Barrens,Barrens,4851,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4852,KIT 160 SEAL PACKING 15mm,KIT 160 SEAL PACKING 15mm,Barrens,Barrens,4852,95.78,,,,129.99,26.3%,35.7%,26.0%,10.00,50-99.99,bundle,ending_.99,50-99.99 + bundle,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
4853,BARENS DISTRIBUTOR CATALOGS,BARENS DISTRIBUTOR CATALOGS,Barrens,Barrens,4853,6.65,,,,9.99,33.4%,50.2%,28.0%,3.00,5-9.99,,ending_.99,5-9.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99.,,,,,,,,,,,
4854,BRASS HOSEBARB 5/8 HOSE X 3/8 MPT ELBOW,BRASS HOSEBARB 5/8 HOSE X 3/8 MPT ELBOW,Barrens,Barrens,4854,4.12,,,,6.99,41.1%,69.7%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4855,(20)YG5000 SPRAY GUN 10GPM 5000PSI,(20)YG5000 SPRAY GUN 10GPM 5000PSI,Barrens,Barrens,4855,35.26,,,,47.99,26.5%,36.1%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99.,,,,,,,,,,,
4856,BLACK FUEL TANK ASSY GX240-390 W/GAS CAP FILTER &,BLACK FUEL TANK ASSY GX240-390 W/GAS CAP FILTER &,Barrens,Barrens,4856,44.01,,,,58.99,25.4%,34.0%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99.,,,,,,,,,,,
4858,BLACK RECOIL ASSY GX160-200,BLACK RECOIL ASSY GX160-200,Barrens,Barrens,4858,18.82,,,,25.99,27.6%,38.1%,27.0%,4.50,10-19.99,,ending_.99,10-19.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 10-19.99.,,,,,,,,,,,
4859,BLACK RECOIL STARTER ASSY GX240-270,BLACK RECOIL STARTER ASSY GX240-270,Barrens,Barrens,4859,33.73,,,,44.99,25.0%,33.4%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99.,,,,,,,,,,,
4860,"541060 VALVE, CHECK, UNL BB, W/O-RING-B","541060 VALVE, CHECK, UNL BB, W/O-RING-B",Barrens,Barrens,4860,7.93,,,,10.99,27.8%,38.6%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4861,57 PUMP 4.5/4000 1285RPM,57 PUMP 4.5/4000 1285RPM,Barrens,Barrens,4861,1534.34,,,,1799.00,14.7%,17.2%,14.0%,125.00,1000+,equipment,ending_50_minus_1,1000+ + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 1000+. Larger equipment uses a thinner margin target.,,,,,,,,,,,
4862,"85680 STUD, M8X99.5, MFLD, STZP","85680 STUD, M8X99.5, MFLD, STZP",Barrens,Barrens,4862,9.93,,,,13.99,29.0%,40.9%,28.0%,3.00,5-9.99,,ending_.99,5-9.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99.,,,,,,,,,,,
4863,"W/R G01A-502B1 MILLIVOLT GENERATOR 36""","W/R G01A-502B1 MILLIVOLT GENERATOR 36""",Barrens,Barrens,4863,34.92,,,,44.99,22.4%,28.8%,21.0%,7.00,20-49.99,equipment,ending_.99,20-49.99 + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
4864,"BRASS ALL THREADED ROD 1/4-20 X 36"" for VV-FVR2 &","BRASS ALL THREADED ROD 1/4-20 X 36"" for VV-FVR2 &",Barrens,Barrens,4864,16.06,,,,22.99,30.1%,43.2%,27.0%,4.50,10-19.99,,ending_.99,10-19.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 10-19.99.,,,,,,,,,,,
4865,(25)BLACK RECOIL STARTER ASSY GX340-390,BLACK RECOIL STARTER ASSY GX340-390,Barrens,Barrens,4865,32.01,,,,42.99,25.5%,34.3%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 20-49.99.,,,,,,,,,,,
4866,BRASS HOSEBARB 5/8 HOSE X 1/2 MPT ELBOW,BRASS HOSEBARB 5/8 HOSE X 1/2 MPT ELBOW,Barrens,Barrens,4866,5.37,,,,8.99,40.3%,67.4%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4868,COXREEL (PR-1125-12) CART FOR 1125 REEL ONLY,COXREEL (PR-1125-12) CART FOR 1125 REEL ONLY,Barrens,Barrens,4868,225.44,,,,289.99,22.3%,28.6%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 100-249.99.,,,,,,,,,,,
4869,"COXREEL (1125-4-200) 3/8""x300'4000PSI SHIP READY","COXREEL (1125-4-200) 3/8""x300'4000PSI SHIP READY",Barrens,Barrens,4869,288.00,,,,369.00,22.0%,28.1%,20.0%,30.00,250-499.99,,ending_10_minus_1,250-499.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 250-499.99.,,,,,,,,,,,
4870,1/4 MPT 15045 NOZZLES,GLADIATOR 1/4 MPT 15° 4.5 NOZZLE,Barrens,Barrens,4870,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4871,"BRASS HOSEBARB 1/4"" HOSE X 3/8MPT ELBOW","BRASS HOSEBARB 1/4"" HOSE X 3/8MPT ELBOW",Barrens,Barrens,4871,3.52,,,,5.99,41.2%,70.2%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4872,"46838 SEAL, OIL N70, C/C, NBR","46838 SEAL, OIL N70, C/C, NBR",Barrens,Barrens,4872,7.93,,,,11.99,33.9%,51.2%,28.0%,3.00,5-9.99,,ending_.99,5-9.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99.,,,,,,,,,,,
4873,1/4 MPT 1505 NOZZLES,GLADIATOR 1/4 MPT 15° 5.0 NOZZLES,Barrens,Barrens,4873,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4874,1/4 MPT 15055 NOZZLES,GLADIATOR 1/4 MPT 15° 5.5 NOZZLE,Barrens,Barrens,4874,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4875,(500)1/4 MPT 1506 NOZZLES,GLADIATOR 1/4 MPT 15° 6.0 NOZZLE,Barrens,Barrens,4875,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4879,548193 VALVE UNL 2DX PUMPS ONLY,548193 VALVE UNL 2DX PUMPS ONLY,Barrens,Barrens,4879,16.35,,,,21.99,25.6%,34.5%,23.0%,4.50,10-19.99,equipment,ending_.99,10-19.99 + equipment,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 10-19.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
4881,BRASS HOSEBARB 3/4 HOSE X 1/2 MPT ELBOW,BRASS HOSEBARB 3/4 HOSE X 1/2 MPT ELBOW,Barrens,Barrens,4881,11.17,,,,15.99,30.1%,43.2%,24.0%,4.50,10-19.99,commodity_part,ending_.99,10-19.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 10-19.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4882,(500)1/4 MPT 15065 NOZZLES,GLADIATOR 1/4 MPT 15° 6.5 NOZZLES,Barrens,Barrens,4882,3.34,,,,5.99,44.2%,79.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4883,BRASS HOSEBARB 3/4 HOSE X 3/4 MPT ELBOW,BRASS HOSEBARB 3/4 HOSE X 3/4 MPT ELBOW,Barrens,Barrens,4883,17.33,,,,22.99,24.6%,32.7%,24.0%,4.50,10-19.99,commodity_part,ending_.99,10-19.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 10-19.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4884,GREEN CAP FOR ZMFIL (NO O-RING),GREEN CAP FOR ZMFIL (NO O-RING),Barrens,Barrens,4884,8.84,,,,11.99,26.3%,35.6%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
4885,COX 7480-18 STACKING BRACKET FOR 1125-4-325 REEL,COX 7480-18 STACKING BRACKET FOR 1125-4-325 REEL,Barrens,Barrens,4885,130.25,,,,169.99,23.4%,30.5%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 100-249.99.,,,,,,,,,,,
4886,"SIDE HANDLE (C-CLAMP STYLE) FOR 1/4"" LANCES","SIDE HANDLE (C-CLAMP STYLE) FOR 1/4"" LANCES",Barrens,Barrens,4886,2.76,,,,4.99,44.7%,80.8%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 0-4.99.,,,,,,,,,,,
4887,51771U 10SAY-04 120V IGNITOR BECKETT AFG,51771U 10SAY-04 120V IGNITOR BECKETT AFG,Barrens,Barrens,4887,55.23,,,,72.99,24.3%,32.2%,24.0%,10.00,50-99.99,,ending_.99,50-99.99,fill_missing_price,Filled missing selling price from the strategic pricing engine.,Base cost band 50-99.99.,,,,,,,,,,,
