Sales Category,Sales Item,Sales SKU,Sales GTIN,Sales Lines,Quantity Sold,Gross Sales,Discounts,Net Sales,First Sale Date,Last Sale Date,Match Type,Match Accepted,Match Score,Second Best Score,Matched Master SKU,Matched Catalog Item,Matched Vendor,Matched Catalog Price,Matched Catalog Cost,Match Reason,Top Candidate 1 Score,Top Candidate 1 Item,Top Candidate 1 SKU,Top Candidate 1 Vendor,Top Candidate 1 Reason,Top Candidate 2 Score,Top Candidate 2 Item,Top Candidate 2 SKU,Top Candidate 2 Vendor,Top Candidate 2 Reason,Top Candidate 3 Score,Top Candidate 3 Item,Top Candidate 3 SKU,Top Candidate 3 Vendor,Top Candidate 3 Reason
None,"3/4"" Thread to barb",,,1,7,19.46,0.00,19.46,2025-09-12,2025-09-12,unmatched,N,0.390,0.288,,,,,,2 shared tokens,0.390,"Banjo Poly 2"" Male Thread x 2"" Hose Barb",BHB200,MPWSR,2 shared tokens,0.288,PUSH ON HOSE BARB 1/4 HOSE X 1/4 MPT - Thread PushLock,30201,MPWSR,2 shared tokens,,,,,
Sorbo,"Sorbo Washer Sleeve 6""",N795755,,2,2,19.00,0.00,19.00,2025-08-01,2025-10-22,unmatched,N,0.299,0.299,,,,,,"1 shared tokens, category fit",0.299,Ettore Sleeve Dura 22 inch,1886,JRacenstein,"1 shared tokens, category fit",0.299,Ettore Sleeve Dura 18 inch,JRACEN-DURA-2-SLEEVE-18,JRacenstein,"1 shared tokens, category fit",0.299,Ettore Sleeve Dura 14 inch,1880,JRacenstein,"1 shared tokens, category fit"
Window Cleaning,Moerman Sleeve FUGU 10 in,Y013138,,1,1,18.99,0.00,18.99,2025-10-06,2025-10-06,unmatched,N,0.563,0.518,,,,,,"2 shared tokens, category fit",0.563,Ettore Sleeve Mighty 10 inch,52010,JRacenstein,"2 shared tokens, category fit",0.518,Ettore Sleeve Golden Glove 10 inch,51010,JRacenstein,"2 shared tokens, category fit",0.510,Ettore Sleeve Pro+ Microfiber 10 inch,40010,JRacenstein,"2 shared tokens, category fit"
Sorbo,"Sorbo Cobra 18""",P592226,,1,1,18.75,0.00,18.75,2025-05-02,2025-05-02,unmatched,N,0.448,0.000,,,,,,"2 shared tokens, category fit",0.448,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"2 shared tokens, category fit",,,,,,,,,,
Sorbo,"Sorbo Washer Sleeve 14""",W345058,,1,1,18.50,0.00,18.50,2025-03-22,2025-03-22,unmatched,N,0.517,0.507,,,,,,"2 shared tokens, category fit",0.517,Ettore Sleeve Dura 14 inch,1880,JRacenstein,"2 shared tokens, category fit",0.507,Ettore Sleeve Mighty 14 inch,52014,JRacenstein,"2 shared tokens, category fit",0.494,Ettore Sleeve Porcupine 14 inch,58014,JRacenstein,"2 shared tokens, category fit"
Tucker,2.5in x 10in Carbon Filter,20026,,1,1,18.16,0.00,18.16,2025-06-10,2025-06-10,unmatched,N,0.311,0.298,,,,,,"1 shared tokens, category fit",0.311,Scraper 5in Ettore,46312,JRacenstein,"1 shared tokens, category fit",0.298,T-bar and Golden Glove Sleeve 10in Ettore,JRACEN-GOLDEN-GLOVE-WASHER-COMPLETE-SLE,JRacenstein,"1 shared tokens, category fit",0.287,Blades ProPlus 06in Carbon Stl (25) Etto,JRACEN-PRO-CONTOUR-STEEL-REPLACEMENT-BL,JRacenstein,"1 shared tokens, category fit"
Window Cleaning,"3M 08003 Pad,White,10""L",C689300,50048011080036,4,6,18.00,0.00,18.00,2025-08-15,2026-03-12,unmatched,N,0.297,0.284,,,,,,"1 shared tokens, category fit",0.297,"Master Brass Channels with Rubber, 10"" [Case 36]",JRACEN-MASTER-BRASS-CHANNELS-WITH-RUB-4,JRacenstein,"1 shared tokens, category fit",0.284,"Master Rubber, 10"" [Case 144]",1408,JRacenstein,"1 shared tokens, category fit",0.279,Ettore Sleeve Pro+ Microfiber 10 inch,40010,JRacenstein,"1 shared tokens, category fit"
Tools,Black Nitrile Gloves,763335B,,1,1,17.50,0.00,17.50,2025-10-06,2025-10-06,unmatched,N,0.198,0.000,,,,,,"1 shared tokens, category fit",0.198,"CAP, GAS, UNLEADED, EPA RATCHETING, OPEN VENT, NITRILE GASKET, 12"" RIGID TETHER",85.601.046,BE,"1 shared tokens, category fit",,,,,,,,,,
Window Cleaning,"Moerman 10"" T-Bar Swivel",2934370,,1,1,16.99,0.00,16.99,2025-10-06,2025-10-06,unmatched,N,0.448,0.431,,,,,,"2 shared tokens, category fit",0.448,Ettore T-Bar ProGrip 10 inch,4010,JRacenstein,"2 shared tokens, category fit",0.431,Ettore T-Bar Taper Plastic 10 inch,1957,JRacenstein,"2 shared tokens, category fit",0.421,Ettore T-Bar Pro+ Fixed Aluminum 10 inch,JRACEN-PRO-T-BAR-10,JRacenstein,"2 shared tokens, category fit"
Window Cleaning,Moerman Angle Adaptor,773687X,,3,1,16.66,0.00,16.66,2025-10-22,2026-03-03,unmatched,N,0.331,0.329,,,,,,category fit,0.331,Holster Master Leather Ettore,JRACEN-LEATHER-HOLSTER,JRacenstein,category fit,0.329,Cleaning Clamp Ettore,55160,JRacenstein,category fit,0.321,Holster Dual Leather Ettore,2046,JRacenstein,category fit
None,"2"" to 1"" Adapter",,,1,1,16.15,0.00,16.15,2025-09-12,2025-09-12,unmatched,N,0.441,0.403,,,,,,1 shared tokens,0.441,"2"" PVC Female Adapter","2""PVCFEMALEADAPTER",MPWSR,1 shared tokens,0.403,GENERATOR RV PLUG ADAPTER,85.508.005,BE,1 shared tokens,0.396,3/8 MPT X 1/2 MPT ADAPTER,3465,Barrens,1 shared tokens
None,"1"" 90 Elbow",,,1,2,15.56,0.00,15.56,2025-09-12,2025-09-12,unmatched,N,0.513,0.513,,,,,,2 shared tokens,0.513,"1/4"" 90° Street Elbow - Brass",28157S,MPWSR,2 shared tokens,0.513,"1 1/4"" PVC 90 Degree Elbow",406-012,MPWSR,2 shared tokens,0.474,"1 1/4"" 90 Degree Black Mal Elbow",65106,MPWSR,2 shared tokens
None,nozzle holder ss,sncp1325ss,,1,2,15.00,0.00,15.00,2026-03-14,2026-03-14,unmatched,N,0.580,0.565,,,,,,2 shared tokens,0.580,Nozzle Holder Slide on,020002515,MPWSR,2 shared tokens,0.565,Nozzle Holder Grommet,MPWSR-NOZZLE-HOLDER-GROMMET,MPWSR,2 shared tokens,0.460,KARCHER NOZZLE HOLDER COMPLETE,6087,Barrens,2 shared tokens
None,6508 SS unijet Spray Tip,6508SS,,1,1,15.00,0.00,15.00,2025-08-06,2025-08-06,unmatched,N,0.377,0.377,,,,,,2 shared tokens,0.377,6510 Brass Spray Tip Teejet,TP6510,MPWSR,2 shared tokens,0.377,6505 Brass Spray Tip Teejet,TP6505,MPWSR,2 shared tokens,0.359,6515 Brass Spray Tip Teejet,TP6515,MPWSR,2 shared tokens
Parts,"1/4"" MEG 40025",40025,,1,2,15.00,0.00,15.00,2025-08-06,2025-08-06,unmatched,N,0.277,0.000,,,,,,"2 shared tokens, category fit",0.277,1/4 High Pressure Tips Stainless Steel - Meg SurfaceCleaner 2.5 GPM 40 Degree 40025,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-5,MPWSR,"2 shared tokens, category fit",,,,,,,,,,
Parts,"1/4"" MEG 1506",1141,,1,2,15.00,0.00,15.00,2025-09-12,2025-09-12,unmatched,N,0.440,0.399,,,,,,"2 shared tokens, category fit",0.440,QC-MEG 1506 SPRAY NOZZLE YELLOW HEAD,1065,Barrens,"2 shared tokens, category fit",0.399,1/4 MEG 15° 6.0 WASHJET SPRAY NOZZLE,1141,Barrens,"shared code, 1 shared tokens, category fit",0.201,M8x24mm FLAT WASHER FOR 4542 PUCK,1506,Barrens,"shared code, category fit"
None,"1"" Hose Bard",,,1,1,15.00,0.00,15.00,2025-08-20,2025-08-20,unmatched,N,0.431,0.419,,,,,,1 shared tokens,0.431,"1"" Mpt x 3/4"" Hose Barb",HB100-075,MPWSR,1 shared tokens,0.419,"3/8"" Hose Barb Banjo",BHB038,MPWSR,1 shared tokens,0.419,5/8 HOSE FERRULE,32535,MPWSR,1 shared tokens
Sorbo,Sorbo Yellow Jacket Sleeve with Brass Snaps 06in,11-406,,1,1,14.50,0.00,14.50,2025-10-30,2025-10-30,unmatched,N,0.348,0.312,,,,,,"1 shared tokens, category fit",0.348,Scraper HD 06in Ettore,1992,JRacenstein,"1 shared tokens, category fit",0.312,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"1 shared tokens, category fit",0.301,Cover for 06in Super Scraper,JRACEN-HEAVY-DUTY-SUPER-SCRAPER-COVER-6,JRacenstein,"1 shared tokens, category fit"
Tools,"16""x16"" Black Express Wash Towel",273104L,,2,14,14.00,-0.36,13.64,2025-10-21,2025-11-25,unmatched,N,0.335,0.334,,,,,,"1 shared tokens, category fit",0.335,16 OZ. AR64516 PLUNGER PUMP OIL,6603,Barrens,"1 shared tokens, category fit",0.334,"TF-16 1"" SLOTTED PVC FILTER SCH 40",7292,Barrens,"1 shared tokens, category fit",0.332,Whisper Wash Ultra Clean 16 Bar,UC616HC,MPWSR,"2 shared tokens, category fit"
Tucker,4in Filter Wrench,20036,,1,1,13.50,0.00,13.50,2025-04-01,2025-04-01,unmatched,N,0.331,0.000,,,,,,"1 shared tokens, category fit",0.331,Blades 4in for HD Scraper (10) Ettore,20291,JRacenstein,"1 shared tokens, category fit",,,,,,,,,,
None,Screen remover,,,6,9,13.50,-0.54,12.96,2025-05-19,2025-11-28,unmatched,N,0.439,0.432,,,,,,1 shared tokens,0.439,"SCREEN, FILTER 1"" SS",85.309.050,BE,1 shared tokens,0.432,CLEAN UP- Eflo Remover,300600-1GAL,MPWSR,1 shared tokens,0.374,Hot Stain Remover - 1 Gallon,EACOCH-HOT-STAIN-REMOVER-1-GALLON,EacoChem,1 shared tokens
None,"1/2"" Nipple",,,1,4,12.80,0.00,12.80,2025-09-12,2025-09-12,unmatched,N,0.533,0.533,,,,,,2 shared tokens,0.533,"1/2"" X 6"" BRASS NIPPLE",40070,MPWSR,2 shared tokens,0.533,1/2 X 3/8 HEX NIPPLE,540486,MPWSR,2 shared tokens,0.498,"1/2 x 2.5 "" SS Long Nipple",MPWSR-1-2-X-2-5-SS-LONG-NIPPLE,MPWSR,2 shared tokens
Tools,Purdy Wire Brush,P136513,,1,1,12.50,0.00,12.50,2026-01-22,2026-01-22,unmatched,N,0.442,0.421,,,,,,"1 shared tokens, category fit",0.442,Sub-Wire Harness,32110-ZE2-W00,MPWSR,"1 shared tokens, category fit",0.421,Large Flo Brush,59080,JRacenstein,"1 shared tokens, category fit",0.404,Flo Brush,59070,JRacenstein,"1 shared tokens, category fit"
None,"1"" Bulk Head Fitting",,,1,1,12.00,0.00,12.00,2025-09-12,2025-09-12,unmatched,N,0.672,0.000,,,,,,"3 shared tokens, name contains match",0.672,"1"" Bulk head fitting Hypro",WBH100,MPWSR,"3 shared tokens, name contains match",,,,,,,,,,
None,"3/4"" Tee Fitting",,,1,3,11.58,0.00,11.58,2025-09-12,2025-09-12,unmatched,N,0.442,0.428,,,,,,1 shared tokens,0.442,"POLY 3/4"" BULKHEAD FITTING",4489,Barrens,1 shared tokens,0.428,"3/4"" PVC Tee",405-007,MPWSR,1 shared tokens,0.410,"POLY 1"" BULKHEAD FITTING",4491,Barrens,1 shared tokens
None,"1"" Nipples (Short)",,,1,2,11.00,0.00,11.00,2025-09-12,2025-09-12,unmatched,N,0.439,0.410,,,,,,1 shared tokens,0.439,"GREASE NIPPLES, FOR W-A-W",85.790.027,BE,1 shared tokens,0.410,"Banjo 3/4""Poly Nipple Short",BNIP075SH,MPWSR,1 shared tokens,0.337,3/4 FGH x 3/8 FPT SHORT,24.0054,MPWSR,1 shared tokens
Window Cleaning,"Sorbo Cobra 8""",3453379,,1,1,10.75,0.00,10.75,2025-07-01,2025-07-01,unmatched,N,0.257,0.239,,,,,,"1 shared tokens, category fit",0.257,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"1 shared tokens, category fit",0.239,Sorbo Replacement Rubber Dozen 36 inch,1521,JRacenstein,"1 shared tokens, category fit",0.239,Sorbo Replacement Rubber Dozen 30 inch,1518,JRacenstein,"1 shared tokens, category fit"
Tucker,Tucker Wood Cone Tip,9538535,,1,2,10.00,0.00,10.00,2025-04-14,2025-04-14,unmatched,N,0.303,0.255,,,,,,"1 shared tokens, category fit",0.303,Pole Pro+ Snap-In Tip Nylon Ettore,JRACEN-PRO-POLE-TIP,JRacenstein,"1 shared tokens, category fit",0.255,"Auto Squeegee Scrubber Wood 8"" Head, 25"" overall",59020,JRacenstein,"1 shared tokens, category fit",0.255,"Auto Squeegee Scrubber Wood 8"" Head, 17"" overall",59816,JRacenstein,"1 shared tokens, category fit"
Tools,Broom Handle Metal Tip,4945828,,1,1,9.99,0.00,9.99,2025-07-14,2025-07-14,unmatched,N,0.431,0.428,,,,,,"1 shared tokens, category fit",0.431,Foam Handle Grip Ettore,JRACEN-FOAM-GRIP,JRacenstein,"1 shared tokens, category fit",0.428,Starter Handle Small,140-046,MPWSR,"1 shared tokens, category fit",0.414,Bucket Super Handle Ettore,JRACEN-SUPER-BUCKET-HANDLE,JRacenstein,"1 shared tokens, category fit"
Parts,Monster Blue Teflon Tape,K982655,,4,4,9.00,0.00,9.00,2025-06-26,2026-01-21,unmatched,N,0.586,0.350,,,,,,"2 shared tokens, category fit, name contains match",0.586,Teflon Tape,982108,MPWSR,"2 shared tokens, category fit, name contains match",0.350,"TAPE, TEFLON, 10m x 12mm",85.400.101,BE,"2 shared tokens, category fit",0.335,"SINGLE ROLL TEFLON TAPE 1/2"" x 520""",1492,Barrens,"2 shared tokens, category fit"
None,"1"" Cam Lock Barb",,,1,2,8.80,0.00,8.80,2025-09-12,2025-09-12,unmatched,N,0.415,0.399,,,,,,2 shared tokens,0.415,"3/8"" Push Lock Barb x 1/4"" MPT",30203,MPWSR,2 shared tokens,0.399,"1"" Mpt x 3/4"" Hose Barb",HB100-075,MPWSR,1 shared tokens,0.373,"1 1/4 Mpt x 3/4"" Hose Barb",HB125-075,MPWSR,1 shared tokens
None,end clip,867417A,,1,1,7.50,0.00,7.50,2025-11-28,2025-11-28,unmatched,N,0.214,0.214,,,,,,"2 shared tokens, name contains match",0.214,Sorbo Channel Ultralight w/End Clip 14 inch [Case 36],JRACEN-MASTER-BRASS-CHANNELS-WITH-RUB-8,JRacenstein,"2 shared tokens, name contains match",0.214,Sorbo Channel Ultralight w/End Clip 06 inch [Case 36],JRACEN-MASTER-BRASS-CHANNELS-WITH-RUB-6,JRacenstein,"2 shared tokens, name contains match",,,,,
Window Cleaning,Blue Microfiber Glass Cloth / Towel,300GSM,,2,5,7.50,0.00,7.50,2025-03-21,2025-04-03,unmatched,N,0.383,0.339,,,,,,"1 shared tokens, category fit",0.383,Squeegee-Off Glass Cleaner Gallon Ettore,30200,JRacenstein,"1 shared tokens, category fit",0.339,Total Glass Care Kit,JRACEN-TOTAL-GLASS-CARE-KIT,JRacenstein,"1 shared tokens, category fit",0.323,Ettore MicroSwipe Microfiber Towel 10 Pack Red,84411,JRacenstein,"2 shared tokens, category fit"
None,"1/2"" Thread to Barb",,,1,3,6.75,0.00,6.75,2025-09-12,2025-09-12,unmatched,N,0.419,0.415,,,,,,2 shared tokens,0.419,"5/8"" Barb x 1/2"" MNPT Brass Barb",32020,MPWSR,2 shared tokens,0.415,"1 1/4"" Mpt x 1 1/2"" Hose Barb",HB125-150,MPWSR,2 shared tokens,0.402,"Banjo Poly 2"" Male Thread x 2"" Hose Barb",BHB200,MPWSR,2 shared tokens
Chemicals,White Vinegar,3589825,,2,2,7.98,-1.42,6.56,2025-03-26,2025-06-05,unmatched,N,0.349,0.347,,,,,,category fit,0.349,Wiring Harness,32105-Z6L-000,MPWSR,category fit,0.347,White Water - 5 Gallon Pail,TRIDEN-WHITE-WATER-5-GALLON-PAIL,Trident,category fit,0.334,White Scum Presoak - 1 Gallon,EACOCH-WHITE-SCUM-PRESOAK-1-GALLON,EacoChem,category fit
Tucker,3/8 PTF x 1/4 PTF Reducer,62006,,1,1,5.48,0.00,5.48,2025-05-16,2025-05-16,unmatched,N,0.263,0.263,,,,,,category fit,0.263,Elite Poly Duster,8150,JRacenstein,category fit,0.263,Bucket 3 1/2 Gal Ettore Round - each,82222,JRacenstein,category fit,0.261,Bucket Super Compact w/Handle Ettore,86000,JRacenstein,category fit
Window Cleaning,"Moerman Rubber Liquidator NXT-R 14""",8259257,,1,1,4.09,0.00,4.09,2026-02-06,2026-02-06,unmatched,N,0.471,0.376,,,,,,"2 shared tokens, category fit",0.471,Sorbo Replacement Rubber Dozen 14 inch,1497,JRacenstein,"2 shared tokens, category fit",0.376,Ettore Rubber Master Replacement Gross 14 inch [Case 144],JRACEN-MASTER-RUBBER-14-CASE-144,JRacenstein,"2 shared tokens, category fit",0.368,Ettore Rubber Master Replacement Dozen 14 inch [Case 12],JRACEN-MASTER-RUBBER-14-CASE-12,JRacenstein,"2 shared tokens, category fit"
Tools,Protective Eyewear,D451553,,1,1,4.50,-0.45,4.05,2025-03-26,2025-03-26,unmatched,N,0.307,0.306,,,,,,category fit,0.307,Texture Eze Pepper 1 GALLON,425-1GPP,MPWSR,category fit,0.306,Pole Adapter Universal Ettore,45006,JRacenstein,category fit,0.305,FRONT LANCE NLA,20.202.039,BE,category fit
Tools,Yellow Microfiber Towel,T040418,,1,3,4.50,-0.79,3.71,2026-02-25,2026-02-25,unmatched,N,0.380,0.376,,,,,,"2 shared tokens, category fit",0.380,Ettore MicroSwipe Microfiber Towel 10 Pack Red,84411,JRacenstein,"2 shared tokens, category fit",0.376,Ettore MicroSwipe Microfiber Towel 10 Pack Blue,84410,JRacenstein,"2 shared tokens, category fit",0.372,Ettore MicroSwipe Microfiber Towel 10 Pack Green,84413,JRacenstein,"2 shared tokens, category fit"
None,"1/2"" Tee Fitting",,,1,1,3.32,0.00,3.32,2025-09-12,2025-09-12,unmatched,N,0.487,0.480,,,,,,2 shared tokens,0.487,"POLY 1/2"" BULKHEAD FITTING",4468,Barrens,2 shared tokens,0.480,"1/2"" PVC Tee",405-005,MPWSR,2 shared tokens,0.473,"POLY 1 1/2"" BULKHEAD FITTING",4209,Barrens,2 shared tokens
Tools,Water Proof Shoe Cover,G496277,,1,1,0.50,0.00,0.50,2025-09-29,2025-09-29,unmatched,N,0.438,0.438,,,,,,"1 shared tokens, category fit",0.438,"Arctic 2"" Crush Proof Hose (per ft)",FS5-200BLC-BTF,MPWSR,"1 shared tokens, category fit",0.438,"Arctic 1"" Crush Proof Hose (per ft)",RAMP-BCP-100-BTF,MPWSR,"1 shared tokens, category fit",0.428,"Arctic 3/4"" Crush Proof Hose (per ft)",RAMP-BCP-075-BTF,MPWSR,"1 shared tokens, category fit"
None,Local pickup,,,8,8,0.00,0.00,0.00,2025-03-20,2025-12-10,unmatched,N,0.318,0.292,,,,,,,0.318,LCS - 5 Gallon Pail,EACOCH-LCS-5-GALLON-PAIL,EacoChem,,0.292,"CAMLOCK, ALUM 3"" DP",90.397.300,BE,,0.292,"CAMLOCK, ALUM 2"" DC",90.396.200,BE,
