Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,4 Stage Cart Upgrade Kits,4 Stage Upgrade Kit,Regular,,T-CART-UGK,This dual clear housing comes complete with the sediment and carbon filter (not pictured). To upgrade your 3 stage cart to a 4 stage simply remove the bracket and carbon pre-filter from your 3 stage and install this bracket and filters in their place. The hardware that is currently holding your carbon pre-filter bracket in place will hold this new bracket in place so no need for any additional hardware.,Tucker > Catalog,Tucker,4 Stage Upgrade Kit | Catalog | AZ Cleaning Supplies,This dual clear housing comes complete with the sediment and carbon filter (not pictured). To upgrade your 3 stage cart to a 4 stage simply remove the...,4-stage-upgrade-kit,,Hidden,Physical,5,4 Stage Upgrade Kit | Catalog | AZ Cleaning Supplies,This dual clear housing comes complete with the sediment and carbon filter (not pictured). To upgrade your 3 stage cart to a 4 stage simply remove the...,N,N,N,N,377.91,,N,Y,N,Y,N,,,264.54,Tucker,T-CART-UGK,N,,,N,,,Y,,,N,,377.91
,4 Stage Rival Kit for Solar Panel Cleaning,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2,Regular,,T-SOLAR-RIVAL,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 This professional level pure water cleaning system is our entry-level RO/DI kit designed for residential properties and low rise buildings. This kit is great for those looking for an entry level 4-stage system and carbon fiber pole. Tucker® water-fed poles are the oldest and most trusted brand worldwide. Each Tucker® RIVAL 4-Stage Pure Water Solar Panel Cleaning Kit comes standard with the following: The Tucker® Solar Boost 27' Reach water fed pole (100' Pole Tubing included) Tucker® XL Alpha Badger Solar Brush Tucker® Hand Carry Hose Reel with 150' of premium water hose 4-Stage Pure Water Filter System - RIVAL CART Tucker® Solar Boost 27' Reach Water Fed Pole The Tucker® Solar Boost water fed pole is an incredible tool for solar panel cleaners everywhere. Tucker® is the oldest name in the industry, delivering the highest quality components with unique features that simplify your day. Made right here in the USA. Each of...",Tucker > Pure Water Systems,Tucker,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 | AZ Cleaning...,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 This professional level pure water cleaning system is our entry-level RO/DI kit designed for...,tucker-water-fed-pole-solar-panel-cleaning-kit-w-rival,,Hidden,Physical,55.001,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 | AZ Cleaning...,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 This professional level pure water cleaning system is our entry-level RO/DI kit designed for...,N,N,N,N,3505.67,,N,Y,N,Y,N,,,2453.97,Tucker,T-SOLAR-RIVAL,N,,,N,,,Y,,,N,,3505.67
,4 x 10in DI Cartridge Blue/White,4 x 10in DI Cartridge Blue/White,Regular,,20027,"This 4.5 x 10"" DI filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These DI filters are refillable with bulk DI resin. The DI filter is sealed in a plastic bag for maximum freshness. Simply open your DI filter housing, remove the exhausted DI filter and replace it with the new one.",Tucker > Catalog,Tucker,4 x 10in DI Cartridge Blue/White | Catalog | AZ Cleaning Supplies,"This 4.5 x 10"" DI filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These DI filters are...",4-5-x-10-di-filter,,Hidden,Physical,3,4 x 10in DI Cartridge Blue/White | Catalog | AZ Cleaning Supplies,"This 4.5 x 10"" DI filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These DI filters are...",N,N,N,N,103.72,,N,Y,N,Y,N,,,72.60,Tucker,20027,N,,,N,,,Y,,,N,,103.72
,4 x 20in DI Cartridge Full Blue/White,"4"" x 20"" Replacement DI Filter",Regular,,TUCKER-4-X-20IN-DI-CARTRIDGE-FULL-BLUE,"This pre-filled DI filter from RHG is full of virgin mixed bed DI resin. Simply open your filter housing, toss your old filter, and replace it with this ready-to-use one. No need to fill yourself. Save time with this convenient option.",Tucker > Catalog,Tucker,"4"" x 20"" Replacement DI Filter | Catalog | AZ Cleaning Supplies","This pre-filled DI filter from RHG is full of virgin mixed bed DI resin. Simply open your filter housing, toss your old filter, and replace it with this...",4-x-20-replacement-di-filter,,Hidden,Physical,3,"4"" x 20"" Replacement DI Filter | Catalog | AZ Cleaning Supplies","This pre-filled DI filter from RHG is full of virgin mixed bed DI resin. Simply open your filter housing, toss your old filter, and replace it with this...",N,N,N,N,106.96,,N,Y,N,Y,N,,,74.88,Tucker,20015,N,,,N,,,Y,,,N,,106.96
,40' ECO BARE POLE (no tips included),Tucker® - 40 Water Fed Pole - Bare,Regular,,ECO-40-BARE,"TUCKER® - 40 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the solution for you! We are now offering versions of all of our poles without the added accessories. No tips or accessories included. If you would like to include a Euro or ACME tip (or both), please click the links below and add them to your cart. Euro Tip ACME Tip Optional accessories for this pole include: The Tucker® Reach Around Gooseneck w/ Quick Release The Tucker® Swivel Assembly w/ Quick Release Tucker® Carbon Fiber Goosenecks Male and Female Quick Connect 5/16"" OD Pole Hose Tucker® Ultra Valve This economy line of carbon fiber water fed poles are built right here in the USA. Carbon fiber gives the Tucker® 40 excellent rigidity, allowing you to apply ample cleaning pressure while saving your body during those long summer days. All Tucker® window cleaning equipment is guaranteed to last, and we back it up with our well-known...",Tucker > Water Fed Pole Parts,Tucker,Tucker® - 40 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 40 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",tucker-40-water-fed-pole-bare,,Hidden,Physical,12,Tucker® - 40 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 40 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",N,N,N,N,819.95,,N,Y,N,Y,N,,,573.97,Tucker,ECO-40-BARE,N,,,N,,,Y,,,N,,819.95
,"40"" Stainless Steel Housing","40"" Stainless Steel Housing",Regular,,20054-40-SS,"These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS), decals, fittings, plumbing, thread tape, or filters are not included.",Tucker > Accessories,Tucker,"40"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,40-stainless-steel-housing,,Hidden,Physical,5,"40"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,N,N,N,N,390.29,,N,Y,N,Y,N,,,273.20,Tucker,20054-40-SS,N,,,N,,,Y,,,N,,390.29
,40in Carbon Insert,"4 x 40"" Filter Cartridge - Carbon",Regular,,20013-C,"Looking for a replacement carbon filter cartridge for 4x40"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x40"" housings from many manufacturers. Filled with our high-quality activated charcoal carbon, these filters will remove all of the chlorine and chloramines in your water to make it safe for your RO membrane to process. This is NOT the replacement carbon filter cartridge for the 4060 system. The correct replacement carbon filter for the 4060 is the 4 X 30"" FILTER CARTRIDGE - CARBON New carbon filters must be flushed independently of other system components. Just disconnect the outlet tube from your carbon filter housing, point in a safe direction and run for 5 minutes. Black water will exit this tube. After flushing, remove plug and connect hose. You also must flush subsequent replacement carbon filters.",Tucker > Catalog,Tucker,"4 x 40"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x40"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x40"" housings from...",4-x-40-filter-cartridge-carbon,,Hidden,Physical,5,"4 x 40"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x40"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x40"" housings from...",N,N,N,N,136.66,,N,Y,N,Y,N,,,95.67,Tucker,20013-C,N,,,N,,,Y,,,N,,136.66
,40in Cartridge EMPTY,"4 x 40"" Filter Cartridge - Refillable",Regular,,20013,"Looking for a refillable filter cartridge for 4x40"" housings? This is it. These refillable cartridges fit the 4x40"" housings from many different manufacturers. Fill with our virgin bulk DI resin to save big on your filter cost.",Tucker > Catalog,Tucker,"4 x 40"" Filter Cartridge - Refillable | Catalog | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x40"" housings? This is it. These refillable cartridges fit the 4x40"" housings from many different...",4-x-40-filter-cartridge-refillable,,Hidden,Physical,5,"4 x 40"" Filter Cartridge - Refillable | Catalog | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x40"" housings? This is it. These refillable cartridges fit the 4x40"" housings from many different...",N,N,N,N,67.65,,N,Y,N,Y,N,,,47.36,Tucker,20013,N,,,N,,,Y,,,N,,67.65
,40in DI Cartridge,"4 x 40"" Filter Cartridge - DI Resin",Regular,,20013-D,"Looking for a DI filter cartridge for 4x40"" housings? This is it. These one-time-use DI filter cartridges fit the 4x40"" housings from many manufacturers. Filled with our virgin resin, these filters will remove all of the impurities in your water to make spot-free water. This is NOT the replacement DI cartridge for the 4060 system. The correct replacement DI filter for the 4060 is the 4 X 30"" FILTER CARTRIDGE - DI RESIN",Tucker > Catalog,Tucker,"4 x 40"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x40"" housings? This is it. These one-time-use DI filter cartridges fit the 4x40"" housings from many manufacturers....",4-x-40-filter-cartridge-di-resin,,Hidden,Physical,12,"4 x 40"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x40"" housings? This is it. These one-time-use DI filter cartridges fit the 4x40"" housings from many manufacturers....",N,N,N,N,204.99,,N,Y,N,Y,N,,,143.50,Tucker,20013-D,N,,,N,,,Y,,,N,,204.99
,4in Brine Seal,4in Brine Seal,Regular,,21009,"Replacement 4"" gasket for Tucker® filter cartridges. (color may vary)",Tucker > Catalog,Tucker,4in Brine Seal | Catalog | AZ Cleaning Supplies,"Replacement 4"" gasket for Tucker® filter cartridges. (color may vary) Available at AZ Cleaning Supplies.",4in-brine-seal,,Hidden,Physical,0.5,4in Brine Seal | Catalog | AZ Cleaning Supplies,"Replacement 4"" gasket for Tucker® filter cartridges. (color may vary) Available at AZ Cleaning Supplies.",N,N,N,N,6.63,,N,Y,N,Y,N,,,4.65,Tucker,21009,N,,,N,,,Y,,,N,,6.63
,4in Filter Wrench,4 Inch Filter Wrench,Regular,,20036,This is the filter wrench needed to open the 4 inch filter housings found on the Tucker® Systems.,Tucker > Pure Water Systems,Tucker,4 Inch Filter Wrench | Pure Water Systems | AZ Cleaning Supplies,This is the filter wrench needed to open the 4 inch filter housings found on the Tucker® Systems. Available at AZ Cleaning Supplies.,4-inch-filter-wrench,,Hidden,Physical,1.001,4 Inch Filter Wrench | Pure Water Systems | AZ Cleaning Supplies,This is the filter wrench needed to open the 4 inch filter housings found on the Tucker® Systems. Available at AZ Cleaning Supplies.,N,N,N,N,13.67,,N,Y,N,Y,N,,,9.57,Tucker,20036,N,,,N,,,Y,,,N,,13.67
,4in x 10in Carbon Filter,4in x 10in Carbon Filter,Regular,,20009,"The 4.5 x 10"" carbon pre-filter is the correct replacement filter for the old school R5 Systems. These carbon block filters are made using 100% coconut shell carbon, a renewable and ecologically sustainable material. -5 Micron nominal filtration -Exceptionally low pressure drop -High dirt holding capacity -Extremely economical",Tucker > Pure Water Systems,Tucker,4in x 10in Carbon Filter | Pure Water Systems | AZ Cleaning Supplies,"The 4.5 x 10"" carbon pre-filter is the correct replacement filter for the old school R5 Systems. These carbon block filters are made using 100% coconut shell...",4in-x-10in-carbon-filter,,Hidden,Physical,,4in x 10in Carbon Filter | Pure Water Systems | AZ Cleaning Supplies,"The 4.5 x 10"" carbon pre-filter is the correct replacement filter for the old school R5 Systems. These carbon block filters are made using 100% coconut shell...",N,N,N,N,53.30,,N,Y,N,Y,N,,,37.31,Tucker,20009,N,,,N,,,Y,,,N,,53.30
,4in x 10in Grey Housing 3/4 FNPT,"4.5"" x 10"" Filter Housing",Regular,,20040,"This is the DI filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the replacement for it. 3/4"" inlet and outlet. Does not include the filter or the housing wrench. Does include hardware.",Tucker > Catalog,Tucker,"4.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies","This is the DI filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the...",4-5-x-10-filter-housing,,Hidden,Physical,1.001,"4.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies","This is the DI filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the...",N,N,N,N,88.76,,N,Y,N,Y,N,,,62.14,Tucker,20040,N,,,N,,,Y,,,N,,88.76
,4in x 10in Sediment Filter,4in x 10in Sediment Filter,Regular,,20008,"This sediment filter fits the 4.5 x 10"" grey filter housings. -5 micron nominal filtration -FDA listed materials -Manufactured from 100% pure polypropylene fibers -High dirt holding capacity -High efficiency, low pressure drop, and long life",Tucker > Pure Water Systems,Tucker,4in x 10in Sediment Filter | Pure Water Systems | AZ Cleaning Supplies,"This sediment filter fits the 4.5 x 10"" grey filter housings. -5 micron nominal filtration -FDA listed materials -Manufactured from 100% pure polypropylene...",4in-x-10in-sediment-filter,,Hidden,Physical,,4in x 10in Sediment Filter | Pure Water Systems | AZ Cleaning Supplies,"This sediment filter fits the 4.5 x 10"" grey filter housings. -5 micron nominal filtration -FDA listed materials -Manufactured from 100% pure polypropylene...",N,N,N,N,38.26,,N,Y,N,Y,N,,,26.79,Tucker,20008,N,,,N,,,Y,,,N,,38.26
,4in x 20in Housing Grey 3/4 FNPT,4in x 20in Housing Grey 3/4 FNPT,Regular,,20041,4in x 20in Housing Grey 3/4 FNPT | Official Tucker SKU: 20041 | Category: Catalog,Tucker > Catalog,Tucker,4in x 20in Housing Grey 3/4 FNPT | Catalog | AZ Cleaning Supplies,4in x 20in Housing Grey 3/4 FNPT. Category: Catalog. Vendor code: 20041. Available at AZ Cleaning Supplies.,4in-x-20in-housing-grey-3-4-fnpt,,Hidden,Physical,,4in x 20in Housing Grey 3/4 FNPT | Catalog | AZ Cleaning Supplies,4in x 20in Housing Grey 3/4 FNPT. Category: Catalog. Vendor code: 20041. Available at AZ Cleaning Supplies.,N,N,N,N,122.92,,N,Y,N,Y,N,,,86.05,Tucker,20041,N,,,N,,,Y,,,N,,122.92
,4in x 20in Refillable Cartridge Empty Blue/White,4in x 20in Refillable Cartridge Empty..Blue/White,Regular,,20014,4in x 20in Refillable Cartridge Empty Blue/White | Official Tucker SKU: 20014 | Category: Catalog,Tucker > Catalog,Tucker,4in x 20in Refillable Cartridge Empty..Blue/White | AZ Cleaning Supplies,4in x 20in Refillable Cartridge Empty..Blue/White. Category: Catalog. Vendor code: 20014. Available at AZ Cleaning Supplies.,4in-x-20in-refillable-cartridge-empty-blue-white-1,,Hidden,Physical,,4in x 20in Refillable Cartridge Empty..Blue/White | AZ Cleaning Supplies,4in x 20in Refillable Cartridge Empty..Blue/White. Category: Catalog. Vendor code: 20014. Available at AZ Cleaning Supplies.,N,N,N,N,61.52,,N,Y,N,Y,N,,,43.07,Tucker,20014,N,,,N,,,Y,,,N,,61.52
,4in x10in Re-Fillable Empty Blue/White,"Empty 4.5 x 10"" Refillable Filter",Regular,,20029,"This empty refillable 4.5 x 10"" filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These filters are refillable with bulk DI resin.",Tucker > Catalog,Tucker,"Empty 4.5 x 10"" Refillable Filter | Catalog | AZ Cleaning Supplies","This empty refillable 4.5 x 10"" filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These...",empty-4-5-x-10-refillable-filter,,Hidden,Physical,1.001,"Empty 4.5 x 10"" Refillable Filter | Catalog | AZ Cleaning Supplies","This empty refillable 4.5 x 10"" filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These...",N,N,N,N,30.06,,N,Y,N,Y,N,,,21.05,Tucker,20029,N,,,N,,,Y,,,N,,30.06
,4x21 Carbon Cartridge,"4 x 21"" Filter Cartridge - Carbon",Regular,,20051-C,"Looking for a replacement carbon filter cartridge for 4x21"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x21"" housings from many manufacturers. Filled with our high-quality activated charcoal carbon, these filters will remove all of the chlorine and chloramines in your water to make it safe for your RO membrane to process. New carbon filters must be flushed independently of other system components. Just disconnect the outlet tube from your carbon filter housing, point in a safe direction and run for 5 minutes. Black water will exit this tube. After flushing, remove plug and connect hose. You also must flush subsequent replacement carbon filters.",Tucker > Catalog,Tucker,"4 x 21"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x21"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x21"" housings from...",4-x-21-filter-cartridge-carbon,,Hidden,Physical,5,"4 x 21"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x21"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x21"" housings from...",N,N,N,N,88.82,,N,Y,N,Y,N,,,62.18,Tucker,20051-C,N,,,N,,,Y,,,N,,88.82
,4x21 DI Cartridge,"4 x 21"" Filter Cartridge - DI Resin",Regular,,20051-D,"Looking for a DI filter cartridge for 4x21"" housings? This is it. These one-time-use DI filter cartridges fit the 4x21"" housings from many manufacturers. Filled with our virgin resin, these filters will remove all of the impurities in your water to make spot-free water.",Tucker > Catalog,Tucker,"4 x 21"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x21"" housings? This is it. These one-time-use DI filter cartridges fit the 4x21"" housings from many manufacturers....",4-x-21-filter-cartridge-di-resin,,Hidden,Physical,5,"4 x 21"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x21"" housings? This is it. These one-time-use DI filter cartridges fit the 4x21"" housings from many manufacturers....",N,N,N,N,123.00,,N,Y,N,Y,N,,,86.10,Tucker,20051-D,N,,,N,,,Y,,,N,,123.00
